"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
1525,1986,"Male","$50,000 - $74,999","Married (no kids)","High School Diploma","Democrat",1,"Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","Yes","Yes","Tunes","Technology","No","No","No","Yes","No","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No",60,42,0.55045871559633
1526,1980,"Male","$50,000 - $74,999","Single (no kids)","Associate's Degree","Libertarian",1,"Yes","No","No","Yes","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","No","No","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","Yes","TMI","Yes","Yes","Tunes","People","No","No","No","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Socialize","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",101,0,0.926605504587156
1527,1962,"Male","over $150,000","Married (no kids)","Bachelor's Degree","Independent",1,"No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","Start","No","Yes","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","No","Check!","Yes","No","No","No","No","No","Yes","Yes","No","Yes",100,1,0.917431192660551
1528,1947,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","Independent",0,"No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","Yes","Giving","No","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","No","Yes","Me","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","Yes","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Yay people!","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Only-child","Yes","Yes","Yes",101,0,0.926605504587156
1529,1977,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Independent",0,"No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes",101,0,0.926605504587156
1530,1993,"Female","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Republican",0,"Yes","No","No","No","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","No","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes",54,47,0.495412844036697
1531,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat",0,"Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","No","Art","Try first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","No","Yes","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","No","Yay people!","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","No","No","No","Yes","Yes","No","Yes",100,1,0.917431192660551
1532,1973,"Female","over $150,000","Married (w/kids)","Doctoral Degree","Independent",1,"No","Yes","No","Yes","No","No","Private","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",85,16,0.779816513761468
1533,1996,"Male","under $25,000","Single (no kids)","Current K-12","Libertarian",1,"Yes","Yes","Yes","No","No","No","Public","No","No","Yes","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","Yes","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","No","No","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",80,23,0.73394495412844
1534,1956,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Independent",1,"No","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","No",101,2,0.926605504587156
1535,1989,"Female","over $150,000","Single (no kids)","Current Undergraduate","Democrat",1,"Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","No","Yes","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","No","End","No","No","Circumstances","Yes","Yes","No","Yes","No","TMI","No","Yes","Tunes","Technology","No","Yes","No","No","No","Demanding","No","PC","No","Cautious","Yes","Yes!","Yes","Socialize","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","No",38,63,0.348623853211009
1536,1977,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Independent",1,"No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Try first","No","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","No","No","Yes","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes",84,17,0.770642201834862
1537,1972,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican",0,"Yes","No","No","Yes","Yes","No","Private","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","No","Yes","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","TMI","Yes","Yes","Talk","Technology","No","Yes","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","No",38,63,0.348623853211009
1538,1983,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Other",1,"No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",65,39,0.596330275229358
1540,1969,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Libertarian",0,"Yes","No","No","Yes","Yes","No","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","No","Yes","No","TMI","No","Yes","Talk","Technology","Yes","No","No","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",79,24,0.724770642201835
1542,1950,"Female","over $150,000","Married (w/kids)","Master's Degree","Democrat",1,"No","No","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",101,0,0.926605504587156
1544,1968,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Independent",0,"No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","Yes","Talk","People","Yes","Yes","No","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",101,0,0.926605504587156
1546,1953,"Male","$75,000 - $100,000","Single (no kids)","Associate's Degree","Republican",0,"No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","Yes","End","No","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Rent","Pessimist","Dad","Yes","Yes","Yes","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes",100,2,0.917431192660551
1547,1997,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","Democrat",0,"No","No","No","No","Yes","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","No","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No","No","Yes","Yes","No","No","Yes",101,0,0.926605504587156
1549,1997,"Male","over $150,000","Single (no kids)","Current K-12","Libertarian",1,"Yes","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","Start","No","Yes","Circumstances","Yes","Yes","No","No","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","Yes","Online","No","Yes","No","Yes","Grrr people","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes",96,5,0.880733944954128
1551,1960,"Female","over $150,000","Married (no kids)","Bachelor's Degree","Other",0,"Yes","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","Yes","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No",97,5,0.889908256880734
1554,1948,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat",0,"No","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","No","No","Mysterious","No","Yes","Tunes","People","No","No","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","No","No","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",83,18,0.761467889908257
1555,1978,"Female","$100,001 - $150,000","Married (w/kids)","High School Diploma","Independent",1,"Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","No","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Me","No","No","No","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",33,68,0.302752293577982
1556,1971,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Libertarian",0,"No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",101,0,0.926605504587156
